Name,Rarity,Attune,Type,Cost,Consumable?,Tool Proficiency,Spells Needed,Item Needed,Other Requirements,Description,Source,Craftable?,Lootable?,PLACEHOLDER
Instrument of the Bard – Cli Lyre,Rare,Yes,Misc.,35000,No,,,,,An instrument of the bards is an exquisite example of its kinda445 superior to an ordinary instrument in every way. Seven types of these instruments exista445 each named after a legendary bard college. A creature that attempts to play the instrument without being attuned to it must succeed on a DC 15 Wisdom saving throw or take 2d4 psychic damage.a446You can use an action to play the instrument and cast one of its spells. Once the instrument has been used to cast a spella445 it can't be used to cast that spell again until the next dawn. The spells use your spellcasting ability and spell save DC.a446You can play the instrument while casting a spell that causes any of its targets to be charmed on a failed saving throwa445 thereby imposing disadvantage on the save. This effect applies only if the spell has a somatic or a material component.a446All instruments of the bards can be used to cast the following spells: flya445 invisibilitya445 levitatea445 and protection from evil and good.a446In additiona445 the Cli lyre can be used to cast stone shapea445 wall of firea445 and wind wall.a446If you have proficiency with a given musical instrumenta445 you can add your proficiency bonus to any ability checks you make to play music with the instrument.a446A bard can use a musical instrument as a spellcasting focusa445 substituting it for any material component that does not list a cost.a446Each type of musical instrument requires a separate proficiency.a446See the Tool Proficiencies entry for more information.a446Proficiency with a musical instrument indicates you are familiar with the techniques used to play it. You also have knowledge of some songs commonly performed with that instrument.a446History. Your expertise aids you in recalling lore related to your instrument.a446Performance. Your ability to put on a good show is improved when you incorporate an instrument into your act.a446Compose a Tune. As part of a long resta445 you can compose a new tune and lyrics for your instrument. You might use this ability to impress a noble or spread scandalous rumors with a catchy tune.a446Musical Instrumenta446Activity        DCa446Identify a tune        10a446Improvise a tune        20,DMGa445 page 176,Yes,Yes,a
Iron Bands of Bilarro,Rare,No,Misc.,4000,No,,,,,This rusty iron sphere measures 3 inches in diameter and weighs 1 pound. You can use an action to speak the command word and throw the sphere at a Huge or smaller creature you can see within 60 feet of you. As the sphere moves through the aira445 it opens into a tangle of metal bands.a446Make a ranged attack roll with an attack bonus equal to your Dexterity modifier plus your proficiency bonus. On a hita445 the target is restrained until you take a bonus action to speak the command word again to release it. Doing soa445 or missing with the attacka445 causes the bands to contract and become a sphere once more.a446A creaturea445 including the one restraineda445 can use an action to make a DC 20 Strength check to break the iron bands. On a successa445 the item is destroyeda445 and the restrained creature is freed. If the check failsa445 any further attempts made by that creature automatically fail until 24 hours have elapsed.a446Once the bands are useda445 they can't be used again until the next dawn.,DMGa445 page 177,Yes,Yes,a
Izzet Keyrune,Rare,Yes,Misc.,1850,No,,,,,Formed of carved and polished red and blue stonea445 the keyrune includes bits of cable and wire. One end resembles a humanlike heada445 suggesting the jagged elemental form of the galvanice weird that it can become for a duration of 3 hours. In this forma445 it will serve you as a bodyguarda445 lift and carry things for youa445 act as a test subject for your experimentsa445 or aid you in any other way that its capabilities allow.a446When you use an action to speak the item's command word and place the keyrune on the ground in an unoccupied space within 5 feet of youa445 the keyrune transforms into a galvanice weird. If there isn't enough space for the creaturea445 the keyrune doesn't transform.a446The creature is friendly to youa445 your companionsa445 and other members of your guild (unless those guild members are hostile to you). It understands your languages and obeys your spoken commands. If you issue no commandsa445 the creature takes the Dodge action and moves to avoid danger.a446At the end of the durationa445 the creature reverts to its keyrune form. It reverts early if it drops to 0 hit points or if you use an action to speak the command word again while touching it. When the creature reverts to its keyrune forma445 it can't transform again until 36 hours have passed.,GGRa445 page 177,No,No,a
Loadstone,Rare,No,Misc.,150,No,,,,,This stone is a large gem worth 150 gp.a446Curse. The stone is curseda445 but its magical nature is hidden; detect magic doesn't detect it. An identify spell reveals the stone's true nature. If you use the Dash or Disengage action while the stone is on your persona445 its curse activates. Until the curse is broken with remove curse or similar magica445 your speed is reduced by 5 feeta445 and your maximum load and maximum lift capacities are halved. You also become unwilling to part with the stone.,TftYPa445 page 228,Yes,Yes,a
Mirror of the Past,Rare,No,Misc.,3800,No,,,,,The holder of this platinum hand mirror can learn something about the history of a specific object or creature by taking an action to gaze into the mirror and think of the target. Instead of the holder's reflectiona445 the mirror presents scenes from the target's past. Information conveyed is accuratea445 but it is random and cryptica445 and presented in no particular order. Once it is activateda445 the mirror gives its information for 1 minute or lessa445 then returns to normal. It can't be used again until the next dawn.,TftYPa445 page 228,Yes,Yes,a
Mizzium Mortar,Rare,No,Misc.,2100,No,,,,,This short tubea445 about 2 feet long and 6 inches in diametera445 is made from mizziuma445 a magically enhanced metal alloy forged by the Izzet League. The end that's pointed toward a target is opena445 and a glowing ball of molten metal can be seen at the other end as long as the mortar has at least 1 charge remaining.a446The mortar has 4 charges for the following properties. It regains 1d4 expended charges daily at dawn.a446Molten Spray. You can expend 1 charge as an action to loose a 30-foot cone of molten mizzium. Each creature in the area must make a DC 15 Dexterity saving throwa445 taking 5d4 fire damage on a failed savea445 or half as much damage on a successful one.a446Mizzium Bombard. You can expend 3 charges as an action to launch a hail of molten projectiles in a 20-foot-radiusa445 40-foot-high cylinder centered on a point you can see within 60 feet of you. Each creature in the area must make a DC 15 Dexterity saving throw. A creature takes 5d8 fire damage on a failed savea445 or half as much damage on a successful one.,GGRa445 page 179,No,No,a
Orb of the Stein Rune,Rare,Yes,Misc.,2700,No,Glassblower's Tools,,,,This orb of granite is about the size of an adult human's fist. The stein (stone) rune appears on it in the form of crystalline veins that run across the surface. The orb has the following propertiesa445 which work only while it's on your person.a446Indomitable Stand. As an actiona445 you can channel the orb's magic to hold your ground. For the next minute or until you move any distancea445 you have advantage on all checks and saving throws to resist effects that force you to move. In additiona445 any enemy that moves to a space within 10 feet of you must succeed on a DC 12 Strength saving throw or be unable to move any farther this turn.a446Stone Soul. You can't be petrified.a446Earthen Step. You can cast meld into stone as a bonus action. Once you use this propertya445 you can't use it again until you finish a short or long rest.a446Gift of Stone. You can transfer the orb's magic to a nonmagical item—a shield or a pair of boots—by tracing the stein rune there with your finger. The transfer takes 8 hours of work that requires the two items to be within 5 feet of each other. At the enda445 the orb is destroyeda445 and the rune appears in silver on the chosen itema445 which gains a benefit based on its form:a446Shield. The shield is now a rare magic item that requires attunement. While you wield ita445 you have resistance to all damage dealt by ranged weapon attacks.a446Boots. The pair of boots is now an uncommon magic item that requires attunement. While you wear the bootsa445 you have advantage on Strength saving throwsa445 and you can use your reaction to avoid being knocked prone.,SKTa445 page 235,Yes,Yes,a
Orzhov Keyrune,Rare,Yes,Misc.,1100,No,,,,,This keyrune is carved from white marble with veins of black. The end is shaped like a thrull's heada445 with a gold faceplate affixed. On commanda445 the keyrune transforms into a winged thrull for up to 2 hours. If you don't come from an Orzhov oligarch familya445 it serves you grudginglya445 clownishly aping your movements and mannerisms while carrying out your orders.a446When you use an action to speak the item's command word and place the keyrune on the ground in an unoccupied space within 5 feet of youa445 the keyrune transforms into a winged thrull. If there isn't enough space for the creaturea445 the keyrune doesn't transform.a446The creature is friendly to youa445 your companionsa445 and other members of your guild (unless those guild members are hostile to you). It understands your languages and obeys your spoken commands. If you issue no commandsa445 the creature takes the Dodge action and moves to avoid danger.a446At the end of the durationa445 the creature reverts to its keyrune form. It reverts early if it drops to 0 hit points or if you use an action to speak the command word again while touching it. When the creature reverts to its keyrune forma445 it can't transform again until 36 hours have passed.,GGRa445 page 178,No,No,a
Portable Hole,Rare,No,Misc.,8000,No,,,,,This fine black clotha445 soft as silka445 is folded up to the dimensions of a handkerchief. It unfolds into a circular sheet 6 feet in diameter.a446You can use an action to unfold a portable hole and place it on or against a solid surfacea445 whereupon the portable hole creates an extradimensional hole 10 feet deep. The cylindrical space within the hole exists on a different planea445 so it can't be used to create open passages. Any creature inside an open portable hole can exit the hole by climbing out of it.a446You can use an action to close a portable hole by taking hold of the edges of the cloth and folding it up. Folding the cloth closes the holea445 and any creatures or objects within remain in the extradimensional space. No matter what's in ita445 the hole weighs next to nothing.a446If the hole is folded upa445 a creature within the hole's extradimensional space can use an action to make a DC 10 Strength check. On a successful checka445 the creature forces its way out and appears within 5 feet of the portable hole or the creature carrying it. A breathing creature within a closed portable hole can survive for up to 10 minutesa445 after which time it begins to suffocate.a446Placing a portable hole inside an extradimensional space created by a bag of holdinga445 Heward's handy haversacka445 or similar item instantly destroys both items and opens a gate to the Astral Plane. The gate originates where the one item was placed inside the other. Any creature within 10 feet of the gate is sucked through it and deposited in a random location on the Astral Plane. The gate then closes. The gate is one-way only and can't be reopened.,DMGa445 page 185,Yes,Yes,a
Quaal’s Feather Token – Anchor,Rare,No,Misc.,50,No,,,,,This tiny object looks like a feather. Different types of feather tokens exista445 each with a different single-use effect.a446Anchor. You can use an action to touch the token to a boat or ship. For the next 24 hoursa445 the vessel can't be moved by any means. Touching the token to the vessel again ends the effect. When the effect endsa445 the token disappears.,DMGa445 page 188,Yes,Yes,a
Quaal’s Feather Token – Bird,Rare,No,Misc.,3000,No,,,,,This tiny object looks like a feather. Different types of feather tokens exista445 each with a different single-use effect.a446Bird. You can use an action to toss the token 5 feet into the air. The token disappears and an enormousa445 multicolored bird takes its place. The bird has the statistics of a roca445 but it obeys your simple commands and can't attack. It can carry up to 500 pounds while flying at its maximum speed (16 miles an hour for a maximum of 144 miles per day. with a one-hour rest for every 3 hours of flying)a445 or 1a445000 pounds at half that speed. The bird disappears after flying its maximum distance for a day or if it drops to 0 hit points. You can dismiss the bird as an action.,DMGa445 page 188,Yes,Yes,a
Quaal’s Feather Token – Fan,Rare,No,Misc.,250,No,,,,,This tiny object looks like a feather. Different types of feather tokens exista445 each with a different single-use effect.a446Fan. If you are on a boat or shipa445 you can use an action to toss the token up to 10 feet in the air. The token disappearsa445 and a giant flapping fan takes its place. The fan floats and creates a wind strong enough to fill the sails of one shipa445 increasing its speed by 5 miles per hour for 8 hours. You can dismiss the fan as an action.,DMGa445 page 188,Yes,Yes,a
Quaal’s Feather Token – Swan Boat,Rare,No,Misc.,3000,No,,,,,This tiny object looks like a feather. Different types of feather tokens exista445 each with a different single-use effect.a446Swan Boat. You can use an action to touch the token to a body of water at least 60 feet in diameter. The token disappearsa445 and a 50-foot-longa445 20-foot-wide boat shaped like a swan takes its place. The boat is self-propelled and moves across water at a speed of 6 miles per hour. You can use an action while on the boat to command it to move or to turn up to 90 degrees. The boat can carry up to thirty-two Medium or smaller creatures. A Large creature counts as four Medium creaturesa445 while a Huge creature counts as nine. The boat remains for 24 hours and then disappears. You can dismiss the boat as an action.,DMGa445 page 188,Yes,Yes,a
Quaal’s Feather Token – Whip,Rare,No,Misc.,250,No,,,,,This tiny object looks like a feather. Different types of feather tokens exista445 each with a different single-use effect.a446Whip. You can use an action to throw the token to a point within 10 feet of you. The token disappearsa445 and a floating whip takes its place. You can then use a bonus action to make a melee spell attack against a creature within 10 feet of the whipa445 with an attack bonus of +9. On a hita445 the target takes 1d6 + 5 force damage.a446As a bonus action on your turna445 you can direct the whip to fly up to 20 feet and repeat the attack against a creature within 10 feet of it. The whip disappears after 1 houra445 when you use an action to dismiss ita445 or when you are incapacitated or die.,DMGa445 page 188,Yes,Yes,a
Rope of Entanglement,Rare,No,Misc.,4000,No,Weaver's Tools,,,,This rope is 30 feet long and weighs 3 pounds. If you hold one end of the rope and use an action to speak its command worda445 the other end darts forward to entangle a creature you can see within 20 feet of you. The target must succeed on a DC 15 Dexterity saving throw or become restrained.a446You can release the creature by using a bonus action to speak a second command word. A target restrained by the rope can use an action to make a DC 15 Strength or Dexterity check (target's choice). On a successa445 the creature is no longer restrained by the rope.a446The rope has AC 20 and 20 hit points. It regains 1 hit point every 5 minutes as long as it has at least 1 hit point. If the rope drops to 0 hit pointsa445 it is destroyed.,DMGa445 page 197,Yes,Yes,a
Selesnya Keyrune,Rare,Yes,Misc.,1500,No,,,,,Carved from white and green marble in the shape of a wolf's heada445 this keyrune transforms into a dire wolf. The wolf persists for 8 hours. Its Intelligence is 6a445 and it understands Elvish and Sylvan but can't speak those languages. While it is within 1 mile of youa445 you can communicate with each other telepathically.a446When you use an action to speak the item's command word and place the keyrune on the ground in an unoccupied space within 5 feet of youa445 the keyrune transforms into a dire wolf. If there isn't enough space for the creaturea445 the keyrune doesn't transform.a446The creature is friendly to youa445 your companionsa445 and other members of your guild (unless those guild members are hostile to you). It understands your languages and obeys your spoken commands. If you issue no commandsa445 the creature takes the Dodge action and moves to avoid danger.a446At the end of the durationa445 the creature reverts to its keyrune form. It reverts early if it drops to 0 hit points or if you use an action to speak the command word again while touching it. When the creature reverts to its keyrune forma445 it can't transform again until 36 hours have passed.,GGRa445 page 178,No,No,a
Stone of Controlling Earth Elementals,Rare,No,Misc.,8000,No,,,,,If the stone is touching the grounda445 you can use an action to speak its command word and summon an earth elementala445 as if you had cast the conjure elemental spell. The stone can't be used this way again until the next dawn. The stone weighs 5 pounds.,DMGa445 page 205,Yes,Yes,a
Stonespeaker Crystal,Rare,Yes,Misc.,4600,No,,,,,Created by the stone giant librarians of Gravenhollowa445 this nineteen-inch-long shard of quartz grants you advantage on Intelligence (Investigation) checks while it is on your person.a446The crystal has 10 charges. While holding ita445 you can use an action to expend some of its charges to cast one of the following spells from it: speak with animals (2 charges)a445 speak with dead (4 charges)a445 or speak with plants (3 charges).a446When you cast a divination spella445 you can use the crystal in place of one material component that would normally be consumed by the spella445 at a cost of 1 charge per level of the spell. The crystal is not consumed when used in this way.a446The crystal regains 1d6 + 4 expended charges daily at dawn. If you expend the crystal's last chargea445 roll a d20. On a 1a445 the crystal vanishesa445 lost forever.,OotAa445 page 223,Yes,Yes,a
Weird Tank,Rare,Yes,Misc.,2200,No,,,,,A weird tank is a ten-gallon tank of blown glass and sculpted bronze with a backpack-like carrying harness fashioned from tough leather. A water weird is contained within the tank. While wearing the tanka445 you can use an action to open ita445 allowing the water weird to emerge. The water weird acts immediately after you in the initiative ordera445 and it is bound to the tank.a446You can command the water weird telepathically (no action required) while you wear the tank. You can close the tank as an action only if you have first commanded the water weird to retract into it or if the water weird is dead.a446If the water weird is killeda445 the tank loses its magical containment property until it spends at least 24 hours inside an elemental water node. When the tank is rechargeda445 a new water weird forms inside it.a446The tank has AC 15a445 50 hit pointsa445 vulnerability to bludgeoning damagea445 and immunity to poison and psychic damage. Reducing the tank to 0 hit points destroys it and the water weird contained within it.,PotAa445 page 223,Yes,Yes,a
Bag of Devouring,Very Rare,No,Misc.,12000,No,,,,,This bag superficially resembles a bag of holding but is a feeding orifice for a gigantic extradimensional creature. Turning the bag inside out closes the orifice.a446The extradimensional creature attached to the bag can sense whatever is placed inside the bag. Animal or vegetable matter placed wholly in the bag is devoured and lost forever. When part of a living creature is placed in the bag  as happens when someone reaches inside it  there is a 50 percent chance that the creature is pulled inside the bag. A creature inside the bag can use its action to try to escape with a successful DC 15 Strength check. Another creature can use its action to reach into the bag to pull a creature out  doing so with a successful DC 20 Strength check (provided it isn’t pulled inside the bag first). Any creature that starts its turn inside the bag is devoured  its body destroyed.a446Inanimate objects can be stored in the bag  which can hold a cubic foot of such material. However  once each day  the bag swallows any objects inside it and spits them out into another plane of existence. The GM determines the time and plane.a446If the bag is pierced or torn  it is destroyed  and anything contained within it is transported to a random location on the Astral Plane.,DMGa445 page 153,Yes,Yes,a
Candle of Invocation,Very Rare,Yes,Misc.,8400,No,Culinary Tools,,,,This slender taper is dedicated to a deity and shares that deity's alignment. The candle's alignment can be detected with the detect evil and good spell. The DM chooses the god and associated alignment or determines the alignment randomly.a446d20        Alignmenta4461-2        Chaotic evila4463-4        Chaotic neutrala4465-7        Chaotic gooda4468-9        Neutral evila44610-11        Neutrala44612-13        Neutral gooda44614-15        Lawful evila44616-17        Lawful neutrala44618-20        Lawful gooda446The candle's magic is activated when the candle is lita445 which requires an action. After burning for 4 hoursa445 the candle is destroyed. You can snuff it out early for use at a later time. Deduct the time it burned in increments of 1 minute from the candle's total burn time.a446While lita445 the candle sheds dim light in a 30-foot radius. Any creature within that light whose alignment matches that of the candle makes attack rollsa445 saving throwsa445 and ability checks with advantage. In additiona445 a cleric or druid in the light whose alignment matches the candle's can cast 1st-level spells he or she has prepared without expending spell slotsa445 though the spell's effect is as if cast with a 1st-level slot.a446Alternativelya445 when you light the candle for the first timea445 you can cast the gate spell with it. Doing so destroys the candle.,DMGa445 page 157,Yes,Yes,a
Carpet of Flying,Very Rare,No,Misc.,12000,No,Weaver's Tools,,,,You can speak the carpet's command word as an action to make the carpet hover and fly. It moves according to your spoken directionsa445 provided that you are within 30 feet of it.a446Multiple variations of this item exista445 as listed below:a446Carpet of Flyinga445 3 ft. × 5 ft.a446Carpet of Flyinga445 4 ft. × 6 ft.a446Carpet of Flyinga445 5 ft. × 7 ft.a446Carpet of Flyinga445 6 ft. × 9 ft.,DMGa445 page 157,Yes,Yes,a
Conch of Teleportation,Very Rare,Yes,Misc.,8400,No,,,,,This item is an ordinarya445 albeit rather largea445 conch shell that has been inscribed with the uvar rune. The conch measures 2½ feet long and weighs 20 pounds.a446As an actiona445 you can cast the teleport spell by blowing into the shell. The destination is fixeda445 and there is no chance of either a mishap or the spell being off target. Anyone teleported by the conch appears in a specific location designated by the item's creator at the time the uvar rune is inscribed on the conch. It doesn't allow teleportation to any other destination. Once its spell is casta445 the conch can't be used again until the next dawn.,SKTa445 page 234,Yes,Yes,a
Crystal Ball,Very Rare,Yes,Misc.,50000,No,Glassblower's Kit,,,,This crystal ball is about 6 inches in diameter. While touching ita445 you can cast the scrying spell (save DC 17) with it.,DMGa445 page 159,Yes,Yes,a
Devastation Orb (Air),Very Rare,No,Misc.,8000,No,,,,,A devastation orb is an elemental bomb that can be created at the site of an elemental node by performing a ritual with an elemental weapon. The type of orb created depends on the node used. For examplea445 an air node creates a devastation orb of air. The ritual takes 1 hour to complete and requires 2a445000 gp worth of special componentsa445 which are consumed.a446A devastation orb measures 12 inches in diametera445 weighs 10 poundsa445 and has a solid outer shell. The orb detonates 1d100 hours after its creationa445 releasing the elemental energy it contains. The orb gives no outward sign of how much time remains before it will detonate. Spells such as identify and divination can be used to ascertain when the orb will explode. An orb has AC 10a445 15 hit pointsa445 and immunity to poison and psychic damage. Reducing it to 0 hit points causes it to explode instantly.a446A special container can be crafted to contain a devastation orb and prevent it from detonating. The container must be inscribed with symbols of the orb's opposing element. For examplea445 a case inscribed with earth symbols can be used to contain a devastation orb of air and keep it from detonating. While in the containera445 the orb thrums. If it is removed from the container after the time when it was supposed to detonatea445 it explodes 1d6 rounds latera445 unless it is returned to the container.a446Regardless of the type of orba445 its effect is contained within a sphere with a 1 mile radius. The orb is the sphere's point of origin. The orb is destroyed after one use.a446Air Orb. When this orb detonatesa445 it creates a powerful windstorm that lasts for 1 hour. Whenever a creature ends its turn exposed to the winda445 the creature must succeed on a DC 18 Constitution saving throw or take 1d4 bludgeoning damagea445 as the wind and debris batter it. The wind is strong enough to uproot weak trees and destroy light structures after at least 10 minutes of exposure. Otherwisea445 the rules for strong wind applya445 as detailed in chapter 5 of the Dungeon Master's Guide.,PotAa445 page 222,Yes,Yes,a
Devastation Orb (Earth),Very Rare,No,Misc.,1100,No,,,,,A devastation orb is an elemental bomb that can be created at the site of an elemental node by performing a ritual with an elemental weapon. The type of orb created depends on the node used. For examplea445 an air node creates a devastation orb of air. The ritual takes 1 hour to complete and requires 2a445000 gp worth of special componentsa445 which are consumed.a446A devastation orb measures 12 inches in diametera445 weighs 10 poundsa445 and has a solid outer shell. The orb detonates 1d100 hours after its creationa445 releasing the elemental energy it contains. The orb gives no outward sign of how much time remains before it will detonate. Spells such as identify and divination can be used to ascertain when the orb will explode. An orb has AC 10a445 15 hit pointsa445 and immunity to poison and psychic damage. Reducing it to 0 hit points causes it to explode instantly.a446A special container can be crafted to contain a devastation orb and prevent it from detonating. The container must be inscribed with symbols of the orb's opposing element. For examplea445 a case inscribed with earth symbols can be used to contain a devastation orb of air and keep it from detonating. While in the containera445 the orb thrums. If it is removed from the container after the time when it was supposed to detonatea445 it explodes 1d6 rounds latera445 unless it is returned to the container.a446Regardless of the type of orba445 its effect is contained within a sphere with a 1 mile radius. The orb is the sphere's point of origin. The orb is destroyed after one use.a446Earth Orb. When this orb detonatesa445 it subjects the area to the effects of the earthquake spell for 1 minute (spell save DC 18). For the purpose of the spell's effectsa445 the spell is cast on the turn that the orb explodes.,PotAa445 page 222,Yes,Yes,a
Devastation Orb (Fire),Very Rare,No,Misc.,9500,No,,,,,A devastation orb is an elemental bomb that can be created at the site of an elemental node by performing a ritual with an elemental weapon. The type of orb created depends on the node used. For examplea445 an air node creates a devastation orb of air. The ritual takes 1 hour to complete and requires 2a445000 gp worth of special componentsa445 which are consumed.a446A devastation orb measures 12 inches in diametera445 weighs 10 poundsa445 and has a solid outer shell. The orb detonates 1d100 hours after its creationa445 releasing the elemental energy it contains. The orb gives no outward sign of how much time remains before it will detonate. Spells such as identify and divination can be used to ascertain when the orb will explode. An orb has AC 10a445 15 hit pointsa445 and immunity to poison and psychic damage. Reducing it to 0 hit points causes it to explode instantly.a446A special container can be crafted to contain a devastation orb and prevent it from detonating. The container must be inscribed with symbols of the orb's opposing element. For examplea445 a case inscribed with earth symbols can be used to contain a devastation orb of air and keep it from detonating. While in the containera445 the orb thrums. If it is removed from the container after the time when it was supposed to detonatea445 it explodes 1d6 rounds latera445 unless it is returned to the container.a446Regardless of the type of orba445 its effect is contained within a sphere with a 1 mile radius. The orb is the sphere's point of origin. The orb is destroyed after one use.a446Fire Orb. When this orb detonatesa445 it creates a dry heat wave that lasts for 24 hours. Within the area of effecta445 the rules for extreme heat applya445 as detailed in chapter 5 of the Dungeon Master's Guide. At the end of each houra445 there is a ten percent chance that the heat wave starts a wildfire in a random location within the area of effect. The wildfire covers a 10-foot-square area initially but expands to fill another 10-foot square each round until the fire is extinguished or burns itself out. A creature that comes within 10 feet of a wildfire for the first time on a turn or starts its turn there takes 3d6 fire damage.,PotAa445 page 222,Yes,Yes,a
Devastation Orb (Water),Very Rare,No,Misc.,9500,No,,,,,A devastation orb is an elemental bomb that can be created at the site of an elemental node by performing a ritual with an elemental weapon. The type of orb created depends on the node used. For examplea445 an air node creates a devastation orb of air. The ritual takes 1 hour to complete and requires 2a445000 gp worth of special componentsa445 which are consumed.a446A devastation orb measures 12 inches in diametera445 weighs 10 poundsa445 and has a solid outer shell. The orb detonates 1d100 hours after its creationa445 releasing the elemental energy it contains. The orb gives no outward sign of how much time remains before it will detonate. Spells such as identify and divination can be used to ascertain when the orb will explode. An orb has AC 10a445 15 hit pointsa445 and immunity to poison and psychic damage. Reducing it to 0 hit points causes it to explode instantly.a446A special container can be crafted to contain a devastation orb and prevent it from detonating. The container must be inscribed with symbols of the orb's opposing element. For examplea445 a case inscribed with earth symbols can be used to contain a devastation orb of air and keep it from detonating. While in the containera445 the orb thrums. If it is removed from the container after the time when it was supposed to detonatea445 it explodes 1d6 rounds latera445 unless it is returned to the container.a446Regardless of the type of orba445 its effect is contained within a sphere with a 1 mile radius. The orb is the sphere's point of origin. The orb is destroyed after one use.a446Water Orb. When this orb detonatesa445 it creates a torrential rainstorm that lasts for 24 hours. Within the area of effecta445 the rules for heavy precipitation applya445 as detailed in chapter 5 of the Dungeon Master's Guide. If there is a substantial body of water in the areaa445 it floods after 2d10 hours of heavy raina445 rising 10 feet above its banks and inundating the surrounding area. The flood advances at a rate of 100 feet per rounda445 moving away from the body of water where it began until it reaches the edge of the area of effect: at that pointa445 the water flows downhill (and possibly recedes back to its origin). Light structures collapse and wash away. Any Large or smaller creature caught in the flood's path is swept away. The flooding destroys crops and might trigger mudslidesa445 depending on the terrain.,PotAa445 page 222,Yes,Yes,a
Dimir Keyrune,Very Rare,Yes,Misc.,26000,No,,,,,This keyrunea445 carved from black stone accented with steela445 resembles a stylized horror. On commanda445 it transforms into an intellect devourer that resembles the Dimir guild symbola445 with six bladelike legs. The creature exists for up to 24 hours. During that timea445 it pursues only a single mission you give it—usually an assignment to take over someone's bodya445 either to impersonate that person for a brief time or to extract secrets from their mind. When the mission is completea445 the creature returns to youa445 reports its successa445 and reverts to its keyrune form.a446When you use an action to speak the item's command word and place the keyrune on the ground in an unoccupied space within 5 feet of youa445 the keyrune transforms into a intellect devourer. If there isn't enough space for the creaturea445 the keyrune doesn't transform.a446The creature is friendly to youa445 your companionsa445 and other members of your guild (unless those guild members are hostile to you). It understands your languages and obeys your spoken commands. If you issue no commandsa445 the creature takes the Dodge action and moves to avoid danger.a446At the end of the durationa445 the creature reverts to its keyrune form. It reverts early if it drops to 0 hit points or if you use an action to speak the command word again while touching it. When the creature reverts to its keyrune forma445 it can't transform again until 36 hours have passed.,GGRa445 page 177,No,No,a
Efreeti Bottle,Very Rare,No,Misc.,45000,No,Glassblower's Tools,,,,This painted brass bottle weighs 1 pound. When you use an action to remove the stoppera445 a cloud of thick smoke flows out of the bottle. At the end of your turna445 the smoke disappears with a flash of harmless firea445 and an efreeti appears in an unoccupied space within 30 feet of you.a446The first time the bottle is openeda445 the DM rolls to determine what happens.a446d100        Effecta44601-10        The efreeti attacks you. After fighting for 5 roundsa445 the efreeti disappearsa445 and the bottle loses its magic.a44611-90        The efreeti serves you for 1 houra445 doing as you command. Then the efreeti returns to the bottlea445 and a new stopper contains it. The stopper can't be removed for 24 hours. The next two times the bottle is openeda445 the same effect occurs. If the bottle is opened a fourth timea445 the efreeti escapes and disappearsa445 and the bottle loses its magic.a44691-00        The efreeti can cast the wish spell three times for you. It disappears when it grants the final wish or after 1 houra445 and the bottle loses its magic.,DMGa445 page 167,Yes,Yes,a
Figurine of Wondrous Power: Obsidian Steed,Very Rare,No,Misc.,128000,No,,,,,A figurine of wondrous power is a statuette of a beast small enough to fit in a pocket. If you use an action to speak the command word and throw the figurine to a point on the ground within 60 feet of youa445 the figurine becomes a living creature. If the space where the creature would appear is occupied by other creatures or objectsa445 or if there isn't enough space for the creaturea445 the figurine doesn't become a creature.a446The creature is friendly to you and your companions. It understands your languages and obeys your spoken commands. If you issue no commandsa445 the creature defends itself but takes no other actions.a446The creature exists for a duration specific to each figurine. At the end of the durationa445 the creature reverts to its figurine form. It reverts to a figurine early if it drops to 0 hit points or if you use an action to speak the command word again while touching it. When the creature becomes a figurine againa445 its property can't be used again until a certain amount of time has passeda445 as specified in the figurine's description.a446Obsidian Steed.a446This polished obsidian horse can become a nightmare for up to 24 hours. The nightmare fights only to defend itself. Once it has been useda445 it can't be used again until 5 days have passed.a446If you have a good alignmenta445 the figurine has a 10 percent chance each time you use it to ignore your ordersa445 including a command to revert to figurine form. If you mount the nightmare while it is ignoring your ordersa445 you and the nightmare are instantly transported to a random location on the plane of Hadesa445 where the nightmare reverts to figurine form.,DMGa445 page 170,Yes,Yes,a
Golgari Keyrune,Very Rare,Yes,Misc.,7500,No,,,,,Made from deep green jade with black veinsa445 this keyrune has an insectile shape. It can transform into a giant scorpion for up to 6 hours. The scorpion has an Intelligence of 4 and can communicate with you telepathically while it is within 60 feet of youa445 though its messages are largely limited to describing the passage of potential prey.a446When you use an action to speak the item's command word and place the keyrune on the ground in an unoccupied space within 5 feet of youa445 the keyrune transforms into a giant scorpion. If there isn't enough space for the creaturea445 the keyrune doesn't transform.a446The creature is friendly to youa445 your companionsa445 and other members of your guild (unless those guild members are hostile to you). It understands your languages and obeys your spoken commands. If you issue no commandsa445 the creature takes the Dodge action and moves to avoid danger.a446At the end of the durationa445 the creature reverts to its keyrune form. It reverts early if it drops to 0 hit points or if you use an action to speak the command word again while touching it. When the creature reverts to its keyrune forma445 it can't transform again until 36 hours have passed.,GGRa445 page 177,No,No,a
